Id,CategoryLevel,SegmentId,Culture,PluralName,SingularName,ImageName,Description,ShortDescription,Title,DisplayOrder,Slug,SlugUrl,Visible,IsAvailableInBoatSelector
571,2,3,en-US,"Electrical, Batteries","Electrical, Battery",electrical,"<h4>Boat Battery Basics</h4><p>The batteries on your boat are responsible for starting the boat&rsquo;s engine, and for powering lights, electronic devices, and other accessories.</p><p>Generically, there are three types of boat batteries: starting batteries, deep-cycle batteries, and dual-purpose batteries.</p><h5>Starting Batteries</h5><p>When you turn the ignition key, the starting battery sends a burst of electricity to the engine&rsquo;s starting motor. After the engine starts, the engine&rsquo;s charging system sends electricity back to the starting battery&mdash;recharging it for the next time you want to start the engine.</p><p>The starting battery expends a lot of energy for a few seconds at a time. Although a starting battery is strong, it doesn&rsquo;t have a lot of power in reserve and discharges (loses its reserve of electrical energy) quickly.</p><p>Frequently discharging a starting battery will eventually rob the battery of its ability to recharge&mdash;rendering it useless.</p><h5>Deep-Cycle Batteries</h5><p>A deep-cycle battery&rsquo;s purpose is to keep your boat&rsquo;s lights lit, the trolling motor trolling, and the blender blending.</p><p>The deep-cycle battery is the workhorse of your boat&rsquo;s electrical system, delivering plenty of power over extended periods. The engine&rsquo;s charging system replenishes the deep-cycle battery&rsquo;s electrical stores for later use.</p><h5>Dual-Purpose Batteries</h5><p>Many smaller boats don&rsquo;t have room for a starting battery and a deep-cycle battery; this is where a dual-purpose battery comes in.</p><p>A dual-purpose battery starts the engine, and maintains a steady flow of electricity to your boat&rsquo;s electrical components by combining features of both a starting battery and a deep-cycle battery.</p><h5>The Battery Code</h5><p>Shopping for a new battery is tough, because they all look alike&mdash;not to mention the myriad of abbreviations and numbers on each battery&rsquo;s label. The label helps to quantify a battery&rsquo;s power delivery in a variety of ways.</p><p>Every electrical component on your boat requires a certain amount of electricity to function. This electrical energy is measured in amperes (amps). A battery&rsquo;s electrical output is defined by how many amps it can deliver at certain temperatures and over pre-determined periods of time.</p><h5>Starting Batteries</h5><p>Cold Cranking Amps (CCA) tells us how many amps a 12 volt battery can provide to the engine&rsquo;s starter motor for thirty seconds, at 0&deg;Farenheit, while keeping its voltage above 7.2 volts.</p><p>Marine Cranking Amps (MCA) is the same measurement as CCA, but at 32&deg;Farenheit.</p><p>You want as much electrical energy as possible to be available to start the engine, so look for a starting battery with the highest CCA/MCA ratings.</p><p>Reserve Minutes is how long a 12 volt battery can power a 25 amp load (load: electrical energy leaving the battery) before the battery&rsquo;s voltage drops to 10.5 volts.</p>","As with so much else in boating, the nature and complexity of your boat’s battery-based electrical system will depend largely on the size of your boat and the electricity-consuming devices that you want to enjoy.The batteries on your boat are responsible for starting the boat’s engine, and for powering lights, electronic devices, and other accessories. Generically, there are three types of boat batteries: starting batteries, deep-cycle batteries, and dual-purpose batteries.
","Electrical, Batteries",5,,,1,0
664,3,3,en-US,Cockpit Shelters,Cockpit Shelters,"","","Cockpit shelters are waterproof fabric covers designed to give you shelter from the sun and rain while you are in your boat’s cockpit, steering.  As with any protective covers, ensure that your cockpit shelter is built tough to help withstand the marine environment.  Look for double reinforced heavy vinyl sewn to the underside of each cover's &quot;stress&quot; areas and four -ply double sewn seams, with no raw edges, using rot and mildew proof thread, ",Cockpit Shelters,5,,,1,0
681,3,3,en-US,Tables/Accessories,Table/Accessory,"","","Tables for boats run the gamut from small fold-outs, perfect for a cozy breakfast for two, up to a glass topped ship’s wheel table laid on a wooden cabinet base.  The size of your boat and your personal taste will govern the type of table you have.  You table accessories should also reflect your taste and your boat.  If you intend to be dining in rough waters, be sure your table has an edge and your accessories are non-skid.  If you intend to be tied dockside during mealtime, your good napery on that glass-topped table will work fine.",Tables/Accessories,5,,,1,0
658,3,3,en-US,Refrigerators/Coolers,Refrigerator/Cooler,"","","Boaters face a bewilderingly wide selection of refrigerators and coolers for their craft.  Your choice of the right system depends on the type of boat you have, the duration of your cruises, the number of your crew, and the boat’s electrical power system.  You may be best served by a simple cooler or ice chest.  Or, a well designed system with a properly insulated box can easily be powered by a suitably sized solar panel or wind generator. The ability to serve iced drinks and store fresh foods can add an enjoyable new dimension to your boating, and the many units available now make refrigeration an option for any boat over 30 feet.",Refrigerators/Coolers,5,,,1,0
690,3,3,en-US,Utility Lights/Spotlights,Utility Lights/Spotlights,"","","Utility lights are low wattage lights that generally install flush or with a low profile on cabin walls or floors.  Exterior utility lights are generally metal, chrome plated zinc, with the lens shielded.  Interior utility lights can be molded plastic.  Heavy-duty and water-resistant spotlights throw a beam of light up to three miles.  You can install a spotlight on a fixed mount or you can purchase a removable spotlight, connected to a 12 Volt rechargeable power station with a power cord. ",Utility Lights/Spotlights,5,,,1,0
696,3,3,en-US,Special Purpose Clothing,Special Purpose Clothing,,,,,5,,,1,0
705,3,3,en-US,Waste Disposal/Recycling,Waste Disposal/Recycling,"","",All onboard waste disposal receptacles need to be securely fastened in place and have tightly closing lids.  Recycling on the water is as important as it is at home and most modern marinas have the appropriate waste .facilities,Waste Disposal/Recycling,5,,,1,0
717,3,3,en-US,Fire Fighting Systems,Fire Fighting System,"","","Automatic fire fighting systems in your boat’s engine room or compartment are ever-vigilant and require no operator intervention. They are sized by the cubic feet in the engine room.  But, while an engine room fire extinguisher will help in many cases, portable extinguishers are also vital, giving you the ability to fight any fires from above.",Fire Fighting Systems,5,,,1,0
743,3,3,en-US,Documentation,Documentation,,,,,5,,,1,0
737,3,3,en-US,Sun Protection/Bimini Tops/Accessories,Sun Protection/Bimini Tops/Accessory,"","","A Bimini top is a type of awning used to provide sun protection and some cover from rain.  A Bimini top may come standard with your boat, or you may need to buy it separately.  Some awnings can remain up while the boat is underway.  Generally, Biminis are rigged from fiberglass or metal rods or poles that attach to the boat and can remain up while underway.  When purchasing a Bimini top be sure to buy one that is specifically designed for your particular boat.",Sun Protection/Bimini Tops/Accessories,5,,,1,0
